input	canonical	year	precision	qualifier	calendar	range	valid	reason	stored	exported551	exported7	storedyear	storedvalid
(c.July 1965)	(c.July 1965)	1965	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	(c.July 1965)	(c.July 1965)	(c.July 1965)	1965	false
(c.Nov 1994)	(c.Nov 1994)	1994	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	(c.Nov 1994)	(c.Nov 1994)	(c.Nov 1994)	1994	false
(c.Nov1878)	(c.Nov1878)	1878	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	(c.Nov1878)	(c.Nov1878)	(c.Nov1878)	1878	false
(c.Sept 1978)	(c.Sept 1978)	1978	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	(c.Sept 1978)	(c.Sept 1978)	(c.Sept 1978)	1978	false
(DCD)	(DCD)	0	none		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	(DCD)	(DCD)	(DCD)	0	false
(December 1963)	(December 1963)	1963	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	(December 1963)	(December 1963)	(December 1963)	1963	false
(dfg)	(dfg)	0	none		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	(dfg)	(dfg)	(dfg)	0	false
(Early 1553)	(Early 1553)	1553	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	(Early 1553)	(Early 1553)	(Early 1553)	1553	false
(Early in May 1533)	(Early in May 1533)	1533	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	(Early in May 1533)	(Early in May 1533)	(Early in May 1533)	1533	false
(Efter 1900)	(Efter 1900)	1900	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	(Efter 1900)	(Efter 1900)	(Efter 1900)	1900	false
(eldest son & heir)	(eldest son & heir)	0	none		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	(eldest son & heir)	(eldest son & heir)	(eldest son & heir)	0	false
(f8 MAR 1946)	(f8 MAR 1946)	1946	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	(f8 MAR 1946)	(f8 MAR 1946)	(f8 MAR 1946)	1946	false
(Greenmoss Cem)	(Greenmoss Cem)	0	none		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	(Greenmoss Cem)	(Greenmoss Cem)	(Greenmoss Cem)	0	false
(Humboldt Cem)	(Humboldt Cem)	0	none		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	(Humboldt Cem)	(Humboldt Cem)	(Humboldt Cem)	0	false
(Ibid., fo. 43.) Bill of complaint by the abovesaid Richard Egerton, concerning a similar trespass	(Ibid., fo. 43.) Bill of complaint by the abovesaid Richard Egerton, concerning a similar trespass	43	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	(Ibid., fo. 43.) Bill of complaint by the abovesaid Richard Egerton, concerning a similar trespass	(Ibid., fo. 43.) Bill of complaint by the abovesaid Richard Egerton, concerning a similar trespass	(Ibid., fo. 43.) Bill of complaint by the abovesaid Richard Egerton, concerning a similar trespass	43	false
(inconnue)	(inconnue)	0	none		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	(inconnue)	(inconnue)	(inconnue)	0	false
(July 1813)	(July 1813)	1813	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	(July 1813)	(July 1813)	(July 1813)	1813	false
(June 1854)	(June 1854)	1854	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	(June 1854)	(June 1854)	(June 1854)	1854	false
(June 1942)	(June 1942)	1942	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	(June 1942)	(June 1942)	(June 1942)	1942	false
(Marshall Cem)	(Marshall Cem)	0	none		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	(Marshall Cem)	(Marshall Cem)	(Marshall Cem)	0	false
(morto in gioventù)	(morto in gioventù)	0	none		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	(morto in gioventù)	(morto in gioventù)	(morto in gioventù)	0	false
(Near Big Creek)	(Near Big Creek)	0	none		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	(Near Big Creek)	(Near Big Creek)	(Near Big Creek)	0	false
(No idea of the date)	(No idea of the date)	0	none		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	(No idea of the date)	(No idea of the date)	(No idea of the date)	0	false
(Ottawa Park Cem)	(Ottawa Park Cem)	0	none		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	(Ottawa Park Cem)	(Ottawa Park Cem)	(Ottawa Park Cem)	0	false
(Owen Twp Cem)	(Owen Twp Cem)	0	none		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	(Owen Twp Cem)	(Owen Twp Cem)	(Owen Twp Cem)	0	false
(Perhaps 7 September 1533)	(Perhaps 7 September 1533)	1533	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	(Perhaps 7 September 1533)	(Perhaps 7 September 1533)	(Perhaps 7 September 1533)	1533	false
(Perhaps after 25 September 1505)	(Perhaps after 25 September 1505)	1505	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	(Perhaps after 25 September 1505)	(Perhaps after 25 September 1505)	(Perhaps after 25 September 1505)	1505	false
(Phrase)	(Phrase)	0	none		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	(Phrase)	(Phrase)	(Phrase)	0	false
(Possibly 13 May 1502 - Jan/Mar 1503/4)	(Possibly 13 May 1502 - Jan/Mar 1503/4)	1502	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	(Possibly 13 May 1502 - Jan/Mar 1503/4)	(Possibly 13 May 1502 - Jan/Mar 1503/4)	(Possibly 13 May 1502 - Jan/Mar 1503/4)	1502	false
(Probably about 1470)	(Probably about 1470)	1470	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	(Probably about 1470)	(Probably about 1470)	(Probably about 1470)	1470	false
(Sept 1699)	(Sept 1699)	1699	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	(Sept 1699)	(Sept 1699)	(Sept 1699)	1699	false
(Sheilds Cem)	(Sheilds Cem)	0	none		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	(Sheilds Cem)	(Sheilds Cem)	(Sheilds Cem)	0	false
(Shields Cem)	(Shields Cem)	0	none		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	(Shields Cem)	(Shields Cem)	(Shields Cem)	0	false
(Shiloh Cem)	(Shiloh Cem)	0	none		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	(Shiloh Cem)	(Shiloh Cem)	(Shiloh Cem)	0	false
(Simmons Cem)	(Simmons Cem)	0	none		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	(Simmons Cem)	(Simmons Cem)	(Simmons Cem)	0	false
(Soon after 10 October 1551)	(Soon after 10 October 1551)	1551	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	(Soon after 10 October 1551)	(Soon after 10 October 1551)	(Soon after 10 October 1551)	1551	false
(Soon after 26 August 1467)	(Soon after 26 August 1467)	1467	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	(Soon after 26 August 1467)	(Soon after 26 August 1467)	(Soon after 26 August 1467)	1467	false
(Summer 1537)	(Summer 1537)	1537	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	(Summer 1537)	(Summer 1537)	(Summer 1537)	1537	false
(THIS IS SOME TEXT)	(THIS IS SOME TEXT)	0	none		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	(THIS IS SOME TEXT)	(THIS IS SOME TEXT)	(THIS IS SOME TEXT)	0	false
(ung)	(ung)	0	none		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	(ung)	(ung)	(ung)	0	false
(UNKNOWN)	(UNKNOWN)	0	none		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	(UNKNOWN)	(UNKNOWN)	(UNKNOWN)	0	false
(Walnut Prairie)	(Walnut Prairie)	0	none		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	(Walnut Prairie)	(Walnut Prairie)	(Walnut Prairie)	0	false
(Whetstone Cem)	(Whetstone Cem)	0	none		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	(Whetstone Cem)	(Whetstone Cem)	(Whetstone Cem)	0	false
(Zion Cem)	(Zion Cem)	0	none		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	(Zion Cem)	(Zion Cem)	(Zion Cem)	0	false
(Zion Cemetary)	(Zion Cemetary)	0	none		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	(Zion Cemetary)	(Zion Cemetary)	(Zion Cemetary)	0	false
[Data Not Provided]	[Data Not Provided]	0	none		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	[Data Not Provided]	[Data Not Provided]	[Data Not Provided]	0	false
@	@	0	none		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	@	@	@	0	false
@#DFRENCH R@ 2 PLUV 1	@#DFRENCH R@ 2 PLUV 1	2	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	FRENCH_R 2 PLUV 1	@#DFRENCH R@ 2 PLUV 1	FRENCH_R 2 PLUV 1	1	true
@#DFRENCH R@ 25 VEND 2	@#DFRENCH R@ 25 VEND 2	25	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	FRENCH_R 25 VEND 2	@#DFRENCH R@ 25 VEND 2	FRENCH_R 25 VEND 2	2	true
@#DGREGORIAN@ 31 DEC 1997	@#DGREGORIAN@ 31 DEC 1997	1997	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	1997-12-31	31 DEC 1997	31 DEC 1997	1997	true
@A1	@A1	0	none		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	@A1	@A1	@A1	0	false
`	`	0	none		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	`	`	`	0	false
< 1330>v	< 1330>v	1330	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	< 1330>v	< 1330>v	< 1330>v	1330	false
< 1446>@at	< 1446>@at	1446	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	< 1446>@at	< 1446>@at	< 1446>@at	1446	false
<unknown>	<unknown>	0	none		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	<unknown>	<unknown>	<unknown>	0	false
0	0	0	year		GREGORIAN	-	false	year must be between 0001 and 9999	0	0	0	0	false
00 0000	00 0000	0	none		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	00 0000	00 0000	00 0000	0	false
0000	0000	0	year		GREGORIAN	-	false	year must be between 0001 and 9999	0000	0000	0000	0	false
0004 BC	0004 BCE	-4	year		GREGORIAN	-	false	the era must be written BCE; write 0004 BCE	0004 BCE	0004 B.C.	0004 BCE	-4	true
0007 BC	0007 BCE	-7	year		GREGORIAN	-	false	the era must be written BCE; write 0007 BCE	0007 BCE	0007 B.C.	0007 BCE	-7	true
0022 B.C.	0022 BCE	-22	year		GREGORIAN	-	false	the era must be written BCE; write 0022 BCE	0022 BCE	0022 B.C.	0022 BCE	-22	true
0029 / 1829 / 1929	0029 / 1829 / 1929	29	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	0029 / 1829 / 1929	0029 / 1829 / 1929	0029 / 1829 / 1929	29	false
01 APR 1046	1046-04-01	1046	day		GREGORIAN	-	false	month names are not canonical; write 1046-04-01	1046-04-01	1 APR 1046	1 APR 1046	1046	true
01 APR 1048	1048-04-01	1048	day		GREGORIAN	-	false	month names are not canonical; write 1048-04-01	1048-04-01	1 APR 1048	1 APR 1048	1048	true
01 Apr 1955	1955-04-01	1955	day		GREGORIAN	-	false	month names are not canonical; write 1955-04-01	1955-04-01	1 APR 1955	1 APR 1955	1955	true
01 Apr 1963	1963-04-01	1963	day		GREGORIAN	-	false	month names are not canonical; write 1963-04-01	1963-04-01	1 APR 1963	1 APR 1963	1963	true
01 AUG 1137	1137-08-01	1137	day		GREGORIAN	-	false	month names are not canonical; write 1137-08-01	1137-08-01	1 AUG 1137	1 AUG 1137	1137	true
01 AUG 1190	1190-08-01	1190	day		GREGORIAN	-	false	month names are not canonical; write 1190-08-01	1190-08-01	1 AUG 1190	1 AUG 1190	1190	true
01 Aug 1824	1824-08-01	1824	day		GREGORIAN	-	false	month names are not canonical; write 1824-08-01	1824-08-01	1 AUG 1824	1 AUG 1824	1824	true
01 Aug 1893	1893-08-01	1893	day		GREGORIAN	-	false	month names are not canonical; write 1893-08-01	1893-08-01	1 AUG 1893	1 AUG 1893	1893	true
01 DEC 1399	1399-12-01	1399	day		GREGORIAN	-	false	month names are not canonical; write 1399-12-01	1399-12-01	1 DEC 1399	1 DEC 1399	1399	true
01 DEC 1438	1438-12-01	1438	day		GREGORIAN	-	false	month names are not canonical; write 1438-12-01	1438-12-01	1 DEC 1438	1 DEC 1438	1438	true
01 Dec 1723	1723-12-01	1723	day		GREGORIAN	-	false	month names are not canonical; write 1723-12-01	1723-12-01	1 DEC 1723	1 DEC 1723	1723	true
01 Dec 1940	1940-12-01	1940	day		GREGORIAN	-	false	month names are not canonical; write 1940-12-01	1940-12-01	1 DEC 1940	1 DEC 1940	1940	true
01 FEB 1211	1211-02-01	1211	day		GREGORIAN	-	false	month names are not canonical; write 1211-02-01	1211-02-01	1 FEB 1211	1 FEB 1211	1211	true
01 FEB 1248	1248-02-01	1248	day		GREGORIAN	-	false	month names are not canonical; write 1248-02-01	1248-02-01	1 FEB 1248	1 FEB 1248	1248	true
01 Feb 1898	1898-02-01	1898	day		GREGORIAN	-	false	month names are not canonical; write 1898-02-01	1898-02-01	1 FEB 1898	1 FEB 1898	1898	true
01 JAN 1248	1248-01-01	1248	day		GREGORIAN	-	false	month names are not canonical; write 1248-01-01	1248-01-01	1 JAN 1248	1 JAN 1248	1248	true
01 JAN 1277	1277-01-01	1277	day		GREGORIAN	-	false	month names are not canonical; write 1277-01-01	1277-01-01	1 JAN 1277	1 JAN 1277	1277	true
01 Jan 1857	1857-01-01	1857	day		GREGORIAN	-	false	month names are not canonical; write 1857-01-01	1857-01-01	1 JAN 1857	1 JAN 1857	1857	true
01 Jan 1892	1892-01-01	1892	day		GREGORIAN	-	false	month names are not canonical; write 1892-01-01	1892-01-01	1 JAN 1892	1 JAN 1892	1892	true
01 Jan 660 BC	0660-01-01 BCE	-660	day		GREGORIAN	-	false	month names are not canonical; write 0660-01-01	0660-01-01 BCE	1 JAN 0660 B.C.	1 JAN 0660 BCE	-660	true
01 JUL 1193	1193-07-01	1193	day		GREGORIAN	-	false	month names are not canonical; write 1193-07-01	1193-07-01	1 JUL 1193	1 JUL 1193	1193	true
01 JUL 1258	1258-07-01	1258	day		GREGORIAN	-	false	month names are not canonical; write 1258-07-01	1258-07-01	1 JUL 1258	1 JUL 1258	1258	true
01 Jul 1922	1922-07-01	1922	day		GREGORIAN	-	false	month names are not canonical; write 1922-07-01	1922-07-01	1 JUL 1922	1 JUL 1922	1922	true
01 Jul 2001	2001-07-01	2001	day		GREGORIAN	-	false	month names are not canonical; write 2001-07-01	2001-07-01	1 JUL 2001	1 JUL 2001	2001	true
01 JUN 1134	1134-06-01	1134	day		GREGORIAN	-	false	month names are not canonical; write 1134-06-01	1134-06-01	1 JUN 1134	1 JUN 1134	1134	true
01 JUN 1300	1300-06-01	1300	day		GREGORIAN	-	false	month names are not canonical; write 1300-06-01	1300-06-01	1 JUN 1300	1 JUN 1300	1300	true
01 Jun 1818	1818-06-01	1818	day		GREGORIAN	-	false	month names are not canonical; write 1818-06-01	1818-06-01	1 JUN 1818	1 JUN 1818	1818	true
01 Jun 1846	1846-06-01	1846	day		GREGORIAN	-	false	month names are not canonical; write 1846-06-01	1846-06-01	1 JUN 1846	1 JUN 1846	1846	true
01 MAR 1131	1131-03-01	1131	day		GREGORIAN	-	false	month names are not canonical; write 1131-03-01	1131-03-01	1 MAR 1131	1 MAR 1131	1131	true
01 MAR 1170	1170-03-01	1170	day		GREGORIAN	-	false	month names are not canonical; write 1170-03-01	1170-03-01	1 MAR 1170	1 MAR 1170	1170	true
01 Mar 1755	1755-03-01	1755	day		GREGORIAN	-	false	month names are not canonical; write 1755-03-01	1755-03-01	1 MAR 1755	1 MAR 1755	1755	true
01 Mar 1824	1824-03-01	1824	day		GREGORIAN	-	false	month names are not canonical; write 1824-03-01	1824-03-01	1 MAR 1824	1 MAR 1824	1824	true
01 MAY 1218	1218-05-01	1218	day		GREGORIAN	-	false	month names are not canonical; write 1218-05-01	1218-05-01	1 MAY 1218	1 MAY 1218	1218	true
01 MAY 1234	1234-05-01	1234	day		GREGORIAN	-	false	month names are not canonical; write 1234-05-01	1234-05-01	1 MAY 1234	1 MAY 1234	1234	true
01 May 1794	1794-05-01	1794	day		GREGORIAN	-	false	month names are not canonical; write 1794-05-01	1794-05-01	1 MAY 1794	1 MAY 1794	1794	true
01 May 1858	1858-05-01	1858	day		GREGORIAN	-	false	month names are not canonical; write 1858-05-01	1858-05-01	1 MAY 1858	1 MAY 1858	1858	true
01 NOV 1268	1268-11-01	1268	day		GREGORIAN	-	false	month names are not canonical; write 1268-11-01	1268-11-01	1 NOV 1268	1 NOV 1268	1268	true
01 NOV 1295	1295-11-01	1295	day		GREGORIAN	-	false	month names are not canonical; write 1295-11-01	1295-11-01	1 NOV 1295	1 NOV 1295	1295	true
01 Nov 1920	1920-11-01	1920	day		GREGORIAN	-	false	month names are not canonical; write 1920-11-01	1920-11-01	1 NOV 1920	1 NOV 1920	1920	true
01 OCT 1092	1092-10-01	1092	day		GREGORIAN	-	false	month names are not canonical; write 1092-10-01	1092-10-01	1 OCT 1092	1 OCT 1092	1092	true
01 OCT 1207	1207-10-01	1207	day		GREGORIAN	-	false	month names are not canonical; write 1207-10-01	1207-10-01	1 OCT 1207	1 OCT 1207	1207	true
01 Oct 1680	1680-10-01	1680	day		GREGORIAN	-	false	month names are not canonical; write 1680-10-01	1680-10-01	1 OCT 1680	1 OCT 1680	1680	true
01 Oct 1916	1916-10-01	1916	day		GREGORIAN	-	false	month names are not canonical; write 1916-10-01	1916-10-01	1 OCT 1916	1 OCT 1916	1916	true
01 SEP 1016	1016-09-01	1016	day		GREGORIAN	-	false	month names are not canonical; write 1016-09-01	1016-09-01	1 SEP 1016	1 SEP 1016	1016	true
01 SEP 1067	1067-09-01	1067	day		GREGORIAN	-	false	month names are not canonical; write 1067-09-01	1067-09-01	1 SEP 1067	1 SEP 1067	1067	true
01 Sep 1815	1815-09-01	1815	day		GREGORIAN	-	false	month names are not canonical; write 1815-09-01	1815-09-01	1 SEP 1815	1 SEP 1815	1815	true
01 Sep 1847	1847-09-01	1847	day		GREGORIAN	-	false	month names are not canonical; write 1847-09-01	1847-09-01	1 SEP 1847	1 SEP 1847	1847	true
01/02/1838	01/02/1838	1838	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	01/02/1838	01/02/1838	01/02/1838	1838	false
01/04/1839	01/04/1839	1839	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	01/04/1839	01/04/1839	01/04/1839	1839	false
02 Feb 1708	1708-02-02	1708	day		GREGORIAN	-	false	month names are not canonical; write 1708-02-02	1708-02-02	2 FEB 1708	2 FEB 1708	1708	true
02 Nov 1848	1848-11-02	1848	day		GREGORIAN	-	false	month names are not canonical; write 1848-11-02	1848-11-02	2 NOV 1848	2 NOV 1848	1848	true
02-16-2015	02-16-2015	2015	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	02-16-2015	02-16-2015	02-16-2015	2015	false
03 13 1969	03 13 1969	1969	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	03 13 1969	03 13 1969	03 13 1969	1969	false
03 nov 1875	1875-11-03	1875	day		GREGORIAN	-	false	month names are not canonical; write 1875-11-03	1875-11-03	3 NOV 1875	3 NOV 1875	1875	true
06 OCT	06 OCT	0	none		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	06 OCT	06 OCT	06 OCT	0	false
07 January 1946	1946-01-07	1946	day		GREGORIAN	-	false	month names are not canonical; write 1946-01-07	1946-01-07	7 JAN 1946	7 JAN 1946	1946	true
07 JUN	07 JUN	0	none		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	07 JUN	07 JUN	07 JUN	0	false
08 July 1816	1816-07-08	1816	day		GREGORIAN	-	false	month names are not canonical; write 1816-07-08	1816-07-08	8 JUL 1816	8 JUL 1816	1816	true
08//21/1698	08//21/1698	1698	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	08//21/1698	08//21/1698	08//21/1698	1698	false
09 1940	09 1940	1940	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	09 1940	09 1940	09 1940	1940	false
09 December 1932	1932-12-09	1932	day		GREGORIAN	-	false	month names are not canonical; write 1932-12-09	1932-12-09	9 DEC 1932	9 DEC 1932	1932	true
09 maj 1852	09 maj 1852	1852	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	09 maj 1852	09 maj 1852	09 maj 1852	1852	false
1 April 1848	1848-04-01	1848	day		GREGORIAN	-	false	month names are not canonical; write 1848-04-01	1848-04-01	1 APR 1848	1 APR 1848	1848	true
1 April 1866	1866-04-01	1866	day		GREGORIAN	-	false	month names are not canonical; write 1866-04-01	1866-04-01	1 APR 1866	1 APR 1866	1866	true
1 AUG 534 BC	0534-08-01 BCE	-534	day		GREGORIAN	-	false	month names are not canonical; write 0534-08-01	0534-08-01 BCE	1 AUG 0534 B.C.	1 AUG 0534 BCE	-534	true
1 August 1853	1853-08-01	1853	day		GREGORIAN	-	false	month names are not canonical; write 1853-08-01	1853-08-01	1 AUG 1853	1 AUG 1853	1853	true
1 Dec	1 Dec	0	none		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	1 Dec	1 Dec	1 Dec	0	false
1 DEC 1927 SG	1 DEC 1927 SG	1927	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	1 DEC 1927 SG	1 DEC 1927 SG	1 DEC 1927 SG	1927	false
1 DEC 1983 AT	1 DEC 1983 AT	1983	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	1 DEC 1983 AT	1 DEC 1983 AT	1 DEC 1983 AT	1983	false
1 FEB 1703/1704	1 FEB 1703/1704	1703	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	1 FEB 1703/1704	1 FEB 1703/1704	1 FEB 1703/1704	1703	false
1 FEB 1710/1	1 FEB 1710/1	1710	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	1 FEB 1710/1	1 FEB 1710/1	1 FEB 1710/1	1710	false
1 FEB 1940 SL	1 FEB 1940 SL	1940	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	1 FEB 1940 SL	1 FEB 1940 SL	1 FEB 1940 SL	1940	false
1 JAN 1224/1225	1 JAN 1224/1225	1224	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	1 JAN 1224/1225	1 JAN 1224/1225	1 JAN 1224/1225	1224	false
1 JAN 1358/1359	1 JAN 1358/1359	1358	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	1 JAN 1358/1359	1 JAN 1358/1359	1 JAN 1358/1359	1358	false
1 Jan 1510-1511	1 Jan 1510-1511	1510	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	1 Jan 1510-1511	1 Jan 1510-1511	1 Jan 1510-1511	1510	false
1 Jan 1510/1511	1 Jan 1510/1511	1510	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	1 Jan 1510/1511	1 Jan 1510/1511	1 Jan 1510/1511	1510	false
1 Jan 1514-1515	1 Jan 1514-1515	1514	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	1 Jan 1514-1515	1 Jan 1514-1515	1 Jan 1514-1515	1514	false
1 Jan 1514/1515	1 Jan 1514/1515	1514	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	1 Jan 1514/1515	1 Jan 1514/1515	1 Jan 1514/1515	1514	false
1 JUL 1600/1601	1 JUL 1600/1601	1600	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	1 JUL 1600/1601	1 JUL 1600/1601	1 JUL 1600/1601	1600	false
1 JUN 1925 LOGAN	1 JUN 1925 LOGAN	1925	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	1 JUN 1925 LOGAN	1 JUN 1925 LOGAN	1 JUN 1925 LOGAN	1925	false
1 June 1948	1948-06-01	1948	day		GREGORIAN	-	false	month names are not canonical; write 1948-06-01	1948-06-01	1 JUN 1948	1 JUN 1948	1948	true
1 Mar 1556/1557	1 Mar 1556/1557	1556	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	1 Mar 1556/1557	1 Mar 1556/1557	1 Mar 1556/1557	1556	false
1 MAR 1658/1659	1 MAR 1658/1659	1658	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	1 MAR 1658/1659	1 MAR 1658/1659	1 MAR 1658/1659	1658	false
